serid,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
217032525,0,0,1,1,0,1,2,0,1,1,0,0,2,0,0,2,0,2,0,0,Male,60-64 years    (62.0),"White, Non-Hispanic",Associate degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,63,1.014459968,1.01446,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217010722,1,,,,1,2,,1,,,1,,3,1,1,1,1,0,2,1,Female,35-39 years    (37.0),"White, Non-Hispanic",HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,36,0.905189991,0.90519,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021034,2,5,2,2,2,4,2,0,3,2,1,0,1,4,5,1,1,1,4,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,40,0.527199984,0.5272,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217026883,4,10,10,5,4,6,7,7,5,3,10,2,5,10,1,3,4,3,0,1,Male,35-39 years    (37.0),"White, Non-Hispanic","Some college, no degree",137.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Rented for cash,A building with 2 or more apartments,Yes,South,35,0.87233001,0.87233,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002725,2,2,1,3,1,1,3,1,1,1,0,1,0,0,1,0,0,0,1,4,Male,25-29 years    (27.0),Hispanic,HS grad,"$40,000 to $49,999  (45)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Four,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,West,27,1.557279944,1.55728,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217018123,0,8,2,4,10,6,12,5,5,5,3,1,1,0,0,1,0,0,2,0,Female,18-20 years    (19.0),"Other, Non-Hispanic",HS grad,"$50,000 to $59,999  (55)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),Six,Four,Two,None,None,None,Two,Yes,Yes,No,No,Yes,No,Not working - other,Rented for cash,A one-family house attached to one or more houses,Yes,South,20,1.439429998,1.43943,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Philippines, 
217025728,1,,1,,,2,1,,,,,,2,,,,,,1,,Female,50-54 years    (52.0),"White, Non-Hispanic",Bachelor's degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,54,0.658810019,0.65881,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217003588,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,1,Male,30-34 years    (32.0),Hispanic,Less than HS graduate,8.75,Never married,Someone else's name only,One,One,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,32,2.086930037,2.08693,Heterosexual or straight,I have never served in the military,No,Not asked,Not asked, 
217016824,0,3,0,1,2,3,0,4,3,2,5,0,1,0,0,0,0,0,0,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Less than HS graduate,67.5,Living with partner,Someone else's name only,Four,Two,One,None,One,None,Two,Yes,Yes,No,Yes,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,25,0.863430023,0.86343,Bisexual,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021704,1,4,4,1,2,1,2,0,0,1,0,0,1,5,0,0,1,0,1,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,None,None,One,One,Yes,No,No,Yes,No,Yes,Not working - looking for work,Rented for cash,A building with 2 or more apartments,Yes,South,30,0.604250014,0.60425,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217034256,1,1,1,,1,1,1,,1,,1,1,2,1,4,,1,1,1,,Male,55-59 years    (57.0),Hispanic,HS grad,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Five,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,55,1.700839996,1.70084,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Cuba, 
217007656,,1,,1,1,1,,1,,,,,,,,,,,1,,Female,50-54 years    (52.0),Hispanic,Less than HS graduate,32.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A mobile home,Yes,South,51,1.713289976,1.71329,,,,,, 
217028442,2,2,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,Female,60-64 years    (62.0),"White, Non-Hispanic","Some college, no degree","$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,60,1.114099979,1.1141,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217001304,2,10,1,0,2,3,3,3,2,3,2,0,0,10,4,0,2,3,3,0,Female,30-34 years    (32.0),"2+ Races, Non-Hispanic",HS grad,37.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,South,33,0.479809999,0.47981,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217028815,0,1,2,2,2,3,2,1,1,1,3,0,3,2,0,5,0,10,0,1,Male,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,28,0.812900007,0.8129,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217029032,4,4,5,1,2,3,4,0,1,0,1,2,0,0,2,0,1,1,3,5,Male,50-54 years    (52.0),"White, Non-Hispanic",HS grad,67.5,Married,Someone else's name only,One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,South,51,0.985979974,0.98598,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Great Britain, 
217023576,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,Female,35-39 years    (37.0),Hispanic,"Some college, no degree","$75,000 to $84,999  (80)",Married,Someone else's name only,Six,Two,One,Two,None,One,Four,Yes,Yes,Yes,Yes,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,39,1.199319959,1.19932,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217008048,6,3,3,2,1,3,3,2,2,0,1,1,0,0,1,0,0,2,1,0,Male,50-54 years    (52.0),"White, Non-Hispanic",Associate degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,50,1.290750027,1.29075,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217007570,3,0,2,2,0,5,8,0,0,1,0,2,0,3,6,0,1,2,0,12,Female,50-54 years    (52.0),"White, Non-Hispanic",Less than HS graduate,37.5,Married,Someone else's name only,Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Not working - other,Rented for cash,A one-family house detached from any other house,Yes,West,54,0.838729978,0.83873,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217028688,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,0,Male,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,92.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Yes,South,34,0.654449999,0.65445,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217003044,5,1,1,1,1,0,2,0,1,1,1,0,5,0,4,0,1,1,0,2,Female,50-54 years    (52.0),"White, Non-Hispanic",Associate degree,162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Three,Two,None,None,None,Two,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,51,0.878130019,0.87813,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217034316,1,2,1,1,1,1,3,0,0,0,5,3,6,5,10,5,5,20,10,10,Female,50-54 years    (52.0),"White, Non-Hispanic","Some college, no degree",11.25,Never married,Someone else's name only,One,One,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Rented for cash,A mobile home,Yes,South,54,1.534459949,1.53446,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217000569,2,10,2,2,5,2,10,1,5,1,5,5,3,1,4,2,2,1,1,2,Male,40-44 years    (42.0),"White, Non-Hispanic",Master's degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,44,0.639289975,0.63929,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217005523,2,4,1,3,1,3,1,2,4,1,1,1,0,1,2,0,0,2,4,2,Female,30-34 years    (32.0),"White, Non-Hispanic","Some college, no degree",27.5,Married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,30,0.859650016,0.85965,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021133,2,1,1,4,2,1,0,2,4,2,2,0,20,1,0,8,5,0,1,3,Male,40-44 years    (42.0),"Other, Non-Hispanic",Professional or Doctorate degree,"$75,000 to $84,999  (80)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,41,1.248900056,1.2489,Gay,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217011998,1,4,3,0,0,3,3,0,2,2,1,1,5,2,0,0,1,0,0,3,Female,35-39 years    (37.0),Hispanic,Master's degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,36,1.042350054,1.04235,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217036120,1,5,1,1,2,2,2,2,2,0,2,2,0,1,1,2,1,2,1,2,Male,30-34 years    (32.0),"Other, Non-Hispanic",Master's degree,137.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,West,32,1.078070045,1.07807,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Korea, 
217001020,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Male,30-34 years    (32.0),"White, Non-Hispanic",Master's degree,"$50,000 to $59,999  (55)",Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,33,0.668969989,0.66897,Heterosexual or straight,I am now on active duty,Yes,Born a U.S. citizen,Not asked, 
217034077,3,2,1,1,0,1,2,1,2,0,0,1,0,4,0,0,1,0,2,0,Female,65-69 years    (67.0),"White, Non-Hispanic",HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,65,1.008990049,1.00899,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217019194,1,3,2,1,,1,2,1,2,,1,,,1,,,1,,,,Male,65-69 years    (67.0),"Other, Non-Hispanic","Some college, no degree",67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Five,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,West,66,1.708170056,1.70817,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Other,hong kong
217001141,3,3,2,2,3,0,2,1,2,1,2,1,3,5,0,1,0,1,2,0,Female,35-39 years    (37.0),"White, Non-Hispanic",Master's degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,None,One,One,Two,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,36,0.577440023,0.57744,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
