case_id,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Unemployed,Food_Stamps,Multiple_Job,Load_Debt,No_Health_Insurance,Active_Military,Veteran,Immigrant,Gay,Single_Parent,Black,Non_Religious,Evangelical,Muslims,Incarcerated,Abortion,Injured_Military,Miscarriage,Partner_Abuse,Sexual_Assault,Mental_Health,Heart_Disease,Diabetes,Allergy_Peanut,Allergy_Tree_Nu,Allergy_Lettuce,Allergy_Gluten,Allergy_Water,Cancer_Breast,Cancer_Prostate,Leukemia,Cancer_Lung,Cancer_Colon,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20064,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
1139,,,,,,,,,,,,,1,,,,,,1,,,,,,,,3,,,,2,,,,,,,,,,,1,1,,,,,,1,,,,,Male,65-69 years    (67.0),"White, Non-Hispanic",Associate degree,"$50,000 to $59,999  (55)",Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,No,West,66,0.932609975,0.93261,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1140,2,2,1,1,0,1,1,0,1,0,1,1,0,0,2,2,0,1,2,0,1,0,2,0,0,1,3,0,0,1,0,2,0,0,0,1,1,0,0,0,1,2,3,0,0,0,0,0,2,1,0,0,0,Female,65-69 years    (67.0),"White, Non-Hispanic",HS grad,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,67,0.987089992,0.98709,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1141,2,5,1,1,1,4,2,3,0,2,3,0,0,0,0,0,0,0,0,1,2,3,2,1,7,1,2,0,2,3,3,5,0,0,1,2,0,1,1,1,2,0,2,0,0,0,0,0,1,1,0,0,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Less than HS graduate,"$40,000 to $49,999  (45)",Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Five,Two,None,Two,One,None,Three,Yes,No,Yes,Yes,Yes,Yes,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,29,0.821889997,0.82189,Bisexual,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1142,3,2,3,2,2,2,2,2,2,1,3,2,4,2,1,1,,3,2,1,5,1,2,2,,2,25,1,2,2,5,30,5,,1,,10,3,2,1,2,5,5,2,4,,4,,2,2,1,2,3,Male,60-64 years    (62.0),"White, Non-Hispanic",HS grad,"$40,000 to $49,999  (45)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,64,0.957889974,0.95789,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1143,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Female,50-54 years    (52.0),"White, Non-Hispanic",HS grad,17.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,53,0.912060022,0.91206,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1144,5,5,5,5,2,4,2,4,10,2,3,2,3,2,1,5,2,2,2,0,0,0,0,1,1,5,10,10,12,0,20,30,2,0,0,1,0,5,2,5,8,2,2,0,0,0,1,0,1,0,1,0,2,Female,65-69 years    (67.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,65,1.14052999,1.14053,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1145,,,,,,1,2,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,30-34 years    (32.0),Hispanic,Associate degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,32,1.63815999,1.63816,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1146,1,3,2,2,0,3,2,2,1,0,1,0,2,1,5,25,2,1,4,0,2,0,2,4,0,0,5,0,4,12,3,15,5,0,0,3,0,3,3,1,5,12,2,0,0,0,0,0,5,2,0,0,0,Female,60-64 years    (62.0),"White, Non-Hispanic",Bachelor's degree,"$50,000 to $59,999  (55)",Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,60,0.874650002,0.87465,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1147,1,1,1,1,1,3,1,0,1,0,0,0,0,0,2,0,0,2,1,0,1,1,2,1,1,1,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,Male,22.5,Hispanic,HS grad,32.5,Never married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,22,1.557279944,1.55728,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1148,3,5,5,3,4,1,4,1,6,1,2,3,5,6,10,4,2,1,2,1,0,4,5,1,3,4,10,2,6,5,5,6,3,1,0,1,0,0,1,0,1,4,3,1,1,0,1,0,4,2,0,1,3,Male,50-54 years    (52.0),"White, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,52,0.816779971,0.81678,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1149,2,,1,1,,1,5,,2,,,,,,,,4,,2,,2,200,2,3,0,0,500,5,3,8,15,5,10,0,0,1,25,5,,,7,,5,1,,,1,,5,,2,,,Female,55-59 years    (57.0),"White, Non-Hispanic",Bachelor's degree,"$40,000 to $49,999  (45)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,West,59,0.635169983,0.63517,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1150,,1,2,1,,,,,,1,,,2,2,3,4,4,2,3,1,0,3,10,20,,5,15,30,45,2,20,,30,3,3,3,15,5,8,18,5,5,3,0,0,0,0,0,4,,3,1,,Male,45-49 years    (47.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,48,0.993969977,0.99397,Gay,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1151,1,3,2,1,3,5,2,1,3,3,2,3,11,5,19,3,4,6,1,3,0,0,0,20,0,1,4,3,0,1,4,50,40,0,0,1,1,6,0,1,7,0,1,2,2,0,0,0,0,0,0,0,0,Male,30-34 years    (32.0),"White, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,None,One,One,Two,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,33,0.58367002,0.58367,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1152,1,2,2,1,2,0,2,1,2,2,2,0,1,3,2,0,1,0,2,1,0,0,5,1,1,20,20,2,0,5,10,20,0,0,0,0,3,5,0,1,5,5,5,1,0,0,2,0,2,0,0,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,43,0.527199984,0.5272,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1153,2,1,0,1,0,2,1,0,1,0,1,1,5,0,7,3,2,2,2,4,0,100,0,190,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,55-59 years    (57.0),"2+ Races, Non-Hispanic","Some college, no degree",32.5,Divorced,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,55,0.434390008,0.43439,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1154,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,4,6,1,6,1,1,1,1,5,2,3,1,0,6,1,1,2,1,1,0,0,1,0,0,0,0,0,2,1,0,1,1,Male,35-39 years    (37.0),Hispanic,HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,None,Two,None,Two,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,35,1.360780001,1.36078,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1155,1,0,2,1,1,1,1,2,1,1,0,1,0,1,10,2,1,0,2,0,3,0,1,0,4,0,4,0,2,2,0,10,30,0,0,1,0,2,1,0,1,1,1,0,0,0,1,0,2,2,1,0,0,Female,60-64 years    (62.0),"White, Non-Hispanic","Some college, no degree","$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,62,0.984520018,0.98452,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1156,2,1,1,1,0,2,0,0,2,1,0,1,0,1,1,0,0,0,1,0,0,1,2,1,1,0,2,0,1,2,0,8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,Female,18-20 years    (19.0),"White, Non-Hispanic",HS grad,137.5,Never married,Someone else's name only,Five,Three,Two,None,None,None,Two,Yes,Yes,No,No,Yes,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,20,0.720830023,0.72083,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1157,2,5,4,0,1,0,2,1,5,2,0,1,1,1,0,1,1,1,1,0,0,0,0,2,0,2,8,0,2,0,4,8,0,0,0,0,0,1,0,0,1,2,2,0,0,0,2,0,1,0,1,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,Two,None,None,None,Two,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,44,0.527199984,0.5272,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1158,2,4,1,2,1,1,2,1,1,0,1,1,3,4,4,2,1,0,2,0,0,2,1,5,0,4,7,10,2,2,7,5,100,0,0,0,0,15,0,2,1,3,2,0,0,0,5,0,2,0,0,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,40,0.538900018,0.5389,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1159,3,2,2,6,3,2,6,1,1,2,1,4,20,4,15,30,3,4,8,2,2,4,16,15,15,18,40,6,20,15,30,2,10,14,1,0,8,6,8,0,2,18,16,2,0,0,4,0,20,24,12,8,10,Male,60-64 years    (62.0),"2+ Races, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,63,0.37797001,0.37797,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1160,1,1,1,0,2,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Male,18-20 years    (19.0),"White, Non-Hispanic","Some college, no degree","$50,000 to $59,999  (55)",Never married,Someone else's name only,Five,Five,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Occupied without payment of cash rent,A one-family house attached to one or more houses,Yes,MidWest,20,0.987770021,0.98777,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1161,10,4,10,5,4,6,5,8,4,1,2,4,1,1,3,1,1,1,1,5,10,10,2,6,0,3,5,1,4,5,2,1,1,0,1,0,1,0,0,0,1,2,3,2,0,0,0,0,0,0,0,1,0,Male,25-29 years    (27.0),Hispanic,Less than HS graduate,22.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,West,25,2.788899899,2.7889,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1162,2,1,0,0,0,4,6,0,1,0,0,2,2,8,3,6,4,6,20,6,100,60,40,5,50,8,10,4,20,12,20,200,2,34,12,5,4,6,7,5,3,3,7,1,0,0,2,0,1,1,2,0,0,Female,55-59 years    (57.0),"Black, Non-Hispanic",Less than HS graduate,2.5,Separated,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Rented for cash,A one-family house detached from any other house,No,South,55,1.980880022,1.98088,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1163,0,2,2,1,2,2,1,0,1,0,2,0,0,0,0,2,1,1,1,0,0,0,0,7,0,1,0,0,1,0,2,150,0,0,1,2,0,1,0,1,1,0,4,1,0,0,3,0,3,0,0,0,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,31,0.510280013,0.51028,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1164,0,1,1,1,3,0,6,2,3,0,6,1,10,1,0,2,0,0,0,0,2,0,1,25,0,1,2,10,1,0,1,25,75,3,0,0,0,1,2,1,5,0,5,2,1,0,1,0,1,0,0,0,0,Male,22.5,"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,23,0.812900007,0.8129,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1165,20,20,7,15,24,6,20,25,5,12,25,5,12,5,12,2,3,2,5,5,0,0,5,500,0,5,6,5,25,5,5,500,0,0,0,0,0,5,0,0,0,0,50,1,1,0,0,0,0,0,0,0,0,Male,30-34 years    (32.0),"White, Non-Hispanic",Master's degree,162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,None,Two,None,Two,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,31,0.733609974,0.73361,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1166,4,3,1,3,1,1,4,0,1,1,1,0,1,3,1,1,1,3,5,1,3,0,2,4,0,1,3,0,0,2,0,10,20,1,1,1,0,2,0,0,2,1,5,0,0,0,0,0,1,3,0,0,0,Female,60-64 years    (62.0),"White, Non-Hispanic",HS grad,11.25,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,60,1.267429948,1.26743,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,1,0,2,2,0,2,2,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,Female,22.5,"White, Non-Hispanic",Associate degree,2.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Five,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,South,24,1.12074995,1.12075,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1168,1,4,0,0,2,1,2,0,2,1,1,2,5,0,1,4,45,0,1,0,0,1,2,6,1,5,0,15,2,2,8,2,0,0,0,1,0,6,1,2,15,0,2,1,1,0,1,0,0,0,0,0,0,Female,35-39 years    (37.0),"Other, Non-Hispanic",Master's degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Not working - other,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,39,1.462700009,1.4627,Heterosexual or straight,Yes,I have never served in the military,No,Not asked,Not asked, 
1169,3,0,1,2,0,0,1,1,1,1,1,1,1,2,4,4,1,0,2,1,5,1,2,1,0,5,8,0,6,3,10,200,0,0,0,3,1,6,2,0,8,2,4,1,1,0,1,0,5,0,1,0,0,Female,60-64 years    (62.0),"White, Non-Hispanic",Associate degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,60,1.14052999,1.14053,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1170,0,2,1,0,1,1,2,1,1,1,0,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,2,0,0,0,0,9,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,Female,22.5,"White, Non-Hispanic",HS grad,"$40,000 to $49,999  (45)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Two,None,One,One,One,Three,Yes,No,Yes,Yes,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,24,0.694970012,0.69497,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1171,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,4,1,2,10,2,,,,,,1,,4,7,5,,,,,,,,,1,,Female,55-59 years    (57.0),"White, Non-Hispanic","Some college, no degree",112.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,59,0.801729977,0.80173,Bisexual,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1172,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,2,,,,,1,,,,4,2,,,,,,2,,,,,Female,75 and over    (77.0),"White, Non-Hispanic",HS grad,37.5,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,West,83,0.929620028,0.92962,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1173,,,,1,,,,,,,,,2,0,1,0,0,0,0,2,4,0,2,3,3,2,0,4,5,1,13,4,3,5,5,0,0,0,1,3,2,1,3,1,0,0,0,0,1,0,1,0,0,Male,18-20 years    (19.0),Hispanic,HS grad,92.5,Never married,Someone else's name only,Six,Five,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,20,1.653540015,1.65354,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
